Pos;Solution;Nombre_noeuds;Temps
GBOYXRYWGYORRXBBGBGGRYXRYWRWBGYXBWYWWOOWXGOWYROBOXGORB;;;
GWWYXOYWGYORRXBBGBGGRYXRYWRWBOYXRWYWGBOBXGOWYROBOXGORB;;;
OGWBXOYWGGWRYXBBGBGGRYXRYWRWBOYXRWYWGRYBXOOWYROBOXGORB;;;
OGWBXOYWGGWRYXBBGBGGRYXYYYWWBOGXRBOWGRYBXOOWYRRROXWORB;;;
OGWBXGYYRGWRYXBBGBGGWYXBYYWGWOOXRBOWGRYBXOOWYRRROXWORB;;;
OGWBXGYYRGWRYXBBGBGGWYXBYYWGWOOXWBBOGRYRXOBWYRRROXROOW;;;
OGWGXGGYRGYYYXBBGBRBWWXBYYWGWOOXWBBOGRYRXOBWYRRROXROOW;;;
OGWBXGYYRGWRYXBBGBGGWYXBYYWGWOOXWBBOGRYRXOBWYRRROXROOW;;;
OGWBXOYWGGWRYXBBGBGGRYXYYYWWBOGXWBBOGRYRXOBWYRRROXROOW;;;
OGWBXOYWGGWRYXBBGBGGRYXYYYWWBOGXRBOWGRYBXOOWYRRROXWORB;;;
OBOBXRYWGGWRYXBBGBGGRYXYYYWWBGGXRBOWWOYGXOOWYRRROXWORB;;;
OBOBXRYWGGWRYXBBGBGGRYXYYYWWBGGXWBRBWOYOXOWRYRRROXWOGO;;;
YOOOXRYWGOBRBXBBGBGGRYXYYYWWBGGXWBRBWYGOXWWRYRRROXWOGO;;;
YOOOXRYWGOBRBXBBGBGGRYXRYGBWBGWXWRRBWYGOXWWRYRYWOXYOGO;;;
YOOOXRYWGOBROXBOGBGGRYXRYGBWBGWXWRRBWYGOXGWBBRYWRXYYWO;;;
YOOOXWYBWOBROXBOGBGRGYXWYGBRRGGXWRRBWYGOXGWBBRYWRXYYWO;;;
YOOOXWYBWOBROXROYRGRGGXWBBBRRGGXWRRBWYGOXGWBBYYWGXYYWO;;;
YOWOXYYBWOBROXROYRGRGGXWBBBROOGXWRRBGWGRXGWBBYYWGXYYWO;;;
YOWRXYRBWOGGOXROYRYOGBXWBBBROOGXWRRBGWGRXGWBBYYWGXYYWO;;;
YOWRXYRBWOGGOXROYRYOGBXRBGRROOYXWWYBGWGRXGWBBYWBGXBYWO;;;
YOWRXYRBWOGGOXROYRYOGBXRBGRROOYXBWRWGWGWXGOBBYWBGXWYYB;;;
YOWRXYRBWOGGOXGOWYYOGYXRRRRROOYXBWRWGWGWXGOBBBBBGXWYYB;;;
YOWOXYYYWOBROXROWYGGGGXRRRRROOYXBWRWGWGWXGOBBBBBGXWYYB;;;
YOWOXYYOROBROXROWYGYWGXYRRRGROGXBWRWGWGWXGOBBBBBGXWYYB;;;
GGWWXYYORYOROXROWYGYWGXYRRRGROGXBWRWGOOWXBOBBBBBGXWYYB;;;
GGWRXYRORYGGOXYOWYYWWOXYRRRGROGXBWRWGOOWXBOBBBBBGXWYYB;;;
GGWRXGRRGYGGOXYOWYYYROXORRRWYOWXBWRWGOOWXBOBBBBBGXWYYB;;;
GGWYXGGGGYOYOXYOWYRRRRXORRRWYOWXBWRWGOOWXBOBBBBBGXWYYB;;;
GGWYXGGGGYOYGXYYYYRRRRXORRRWYOWXBWRWGOOWXWOOOBBBBXWBBB;;;
GGWYXGYOGYRRGXRYYYGYRGXORRRWYOWXBWRWGOOWXWOOOBBBBXWBBB;;;
GGWYXGYOGYRRGXBYBBGYRYXOYRRWYOWXBWRWGOOWXWOOORGBRXWBBB;;;
GGWYXGYOGYRRGXBYBBGYRYXGYWBWYORXBROWGOOWXWOOORRWRXWBBB;;;
GGWYXGGYGYOYGXYYBBRBRRXGYWBWYORXBROWGOOWXWOOORRWRXWBBB;;;
GGWYXGGYGYOYGXWYRYRBRRXGRRBWYORXBROWGOOWXWOOOBBWYXWBBB;;;
GGWBXGRRGYYGGXYYRYYWROXGRRBWYORXBROWGOOWXWOOOBBWYXWBBB;;;
GYOBXBRRGYYGGXYYRYYWROXGRRBWWGRXOROWWGOGXWOOOBBWYXWBBB;;;
YYOGXBRRGOWGGXYYRYYWROXGRRBWWGRXOROWWBGGXYOOOBBWYXWBBB;;;
YYOGXBRRGOWGGXYYBBYWRRXGYYBWWGRXOROWWBGGXYOOOROWRXWBBB;;;
YYOGXBRRGOWGGXYYBBYWRRXGYYBWWGRXWRBBWBGOXYWOOROWRXOBGO;;;
YYOGXBRRGOWGGXYYBBYWRRXGYYBWWGRXOROWWBGGXYOOOROWRXWBBB;;;
GYOBXBRRGYYGGXYYBBYWRRXGYYBWWGRXOROWWGOGXWOOOROWRXWBBB;;;
OWOGXBRRGGYGBXYYBBYWRRXGYYBWWGRXOROWWGYGXYOOOROWRXWBBB;;;
OWOGXBRRGGYGOXYOYBYWRRXGYYBWWGRXOROWWGYGXBORBROWBXWYBB;;;
OWOWXBYRGGRROXGOYBGYRYXGYYBWWGRXOROWWGYGXBORBROWBXWYBB;;;
OWOWXBYRGGRRRXGBBBGYRYXGYYBWWGRXOROWWGYGXBOBYROWOXWOYB;;;
OWOWXBYRGGRRRXGBBBGYRYXOYRRWWGWXOWOWWGYGXBOBYRGBOXYOYB;;;
OWOWXBYRGGRRRXGBBBGYRYXGYYBWWGRXOROWWGYGXBOBYROWOXWOYB;;;
OWOWXBYRGGRRRXYBYYGYROXGROBWWGRXOROWWGYGXBOBYBBWGXWOYB;;;
OWOYXBRRGGOGRXYBYYYWRRXGROBWWGRXOROWWGYGXBOBYBBWGXWOYB;;;
OWOYXBRRGGOGRXGBBBYWRYXGYYBWWGRXOROWWGYGXBOBYRRWOXWOYB;;;
GOORXBRRGYBGGXGBBBYWRYXGYYBWWGRXOROWWYOGXWOBYRRWOXWOYB;;;
GOORXBRRGYBGBXGYWBYWRYXGYYBWWGRXOROWWYOGXYOOORRWGXWBBB;;;
YBOBXBRRGOYGYXGYWBYWRYXGYYBWWGRXOROWWRGGXOOOORRWGXWBBB;;;
GOORXBRRGYBGBXGYWBYWRYXGYYBWWGRXOROWWYOGXYOOORRWGXWBBB;;;
GOORXWRGRYBGBXGYWBYRWYXWYYBGRGBXOROWWYOGXYOOORRWGXWBBB;;;
GOORXWYYRYGRBXRYWBGGWBXWYYBGRGBXOROWWYOGXYOOORRWGXWBBB;;;
GOORXWYYRYGRBXRYWBGGWBXOYBRGRGWXOWRWWYOGXYOOORWBGXYBBB;;;
GOORXWYRGYGRBXRYWBGWRBXYYBRWOGGXOWRWWYOGXYOOORWBGXYBBB;;;
OYOYXWYRGGORRXRYWBGWRBXYYBRWOGGXOWRWWBYGXGOOORWBGXYBBB;;;
OYOYXWYRGGORRXGYWRGWRWXYBRRWOGGXOWRWWBYGXGOOOYBBBXYBBB;;;
OYOYXWYRGGORRXGYWRGWRWXRBGWWOGYXOBBWWBYGXGOOOYYRBXRBBB;;;
OYOYXYYOWGORRXGYWRGWGWXRBGWRRGWXOBBWWBYGXGOOOYYRBXRBBB;;;
OYOYXYYOWGORRXGYWRGWGWXYBRRRRGGXOWRWWBYGXGOOOYBBBXWBBB;;;
OYOGXYROWGWGRXWYWRYYGOXYBRRRRGGXOWRWWBYGXGOOOYBBBXWBBB;;;
OYOWXYGWWGOYRXYYWRRGGOXYBRRRRGGXOWRWWBYGXGOOOYBBBXWBBB;;;
OYOWXYGWWGOYRXYYWRRGGOXYBRRRRGGXOWGOWBYBXGBWOYBBBXOBRW;;;
OYOWXYGWWGOYRXYYWRRGGOXYBRRRRGGXWWBBWBYRXGWOOYBBBXOBGO;;;
OYOWXYGWWGOYRXYYWRRGGOXYBRRRRGGXOWGOWBYBXGBWOYBBBXOBRW;;;
OYOWXYGWWGOYRXYYWRRGGOXYBRRRRGGXWWBBWBYRXGWOOYBBBXOBGO;;;
OYOWXYGWWGOYBXYBGRRGGOXYBRRRRGGXWWBBWBYRXWWRYYBBOXOOGO;;;
OYOWXYGWWGOYBXYBGRRGGOXBBOBRRGRXWRYBWBYRXWWRYYBWOXGOGO;;;
OYOWXYGWWGOYBXOBOBRGGBXBYOBRRGRXWRYBWBYRXWWRYRGWYXGOGO;;;
OYOOXYYOWGBRBXGBOBGWGWXBYOBRRGRXWRYBWBYRXWWRYRGWYXGOGO;;;
GBOBXYYOWYWRBXGBOBGWGWXBYOBRRGRXWRYBWOORXYWRYRGWYXGOGO;;;
GBOBXYYOWYWRBXGBOBGWGWXBYOBRRGRXGRGOWOOYXYBWYRGWYXRORW;;;
GYWBXOYOWYWRBXGBOBGWGWXBYOBRBORXYRGOGGORXYBWYRGWYXRORW;;;
GYWBXOYOWYWRBXGBOBGWGWXGYRRRBORXYWGOGGORXYBWYRBBYXOORW;;;
GYWBXOYOWYWRBXYBBRGWGOXGBGRRBORXYWGOGGORXYBWYYWBRXOORW;;;
GYWBXOYOWYWRBXYBBRGWGOXGBGRRBORXWWRBGGORXYWOYYWBRXYOGO;;;
OYWGXOYOWGYRBXYBBRGWGOXGBGRRBORXWWRBGBYRXWWOYYWBRXYOGO;;;
OYWGXOYOWGYRBXYBBRGWGOXRBRWRBOYXWBWBGBYRXWWOYYGRRXGOGO;;;
OBOGXWYOWGYRBXYBBRGWGOXRBRWRRGYXBBWBWOYYXWWOYYGRRXGOGO;;;
OBOGXYYRRGYRBXYBBRGWWOXOBRWGRGWXBBWBWOYYXWWOYYGRRXGOGO;;;
OYWGXOYRRGYRBXYBBRGWWOXOBRWGBOWXYBWBGBYRXWWOYYGRRXGOGO;;;
OYWGXOYRRGYRBXYBBRGWWOXOBRWGBOWXOBRWGBYGXWOGYYGRRXYOWB;;;
OYWWXOGORGRYBXGBBRRYWYXOBRWGBOWXOBRWGBYGXWOGYYGRRXYOWB;;;
OYWWXOGORGRYBXGBBRRYWYXRBWBGBOYXORGWGBYGXWOGYYOWRXROWB;;;
OYWYXORYRGOGBXWBBRYGWRXRBWBGBOYXORGWGBYGXWOGYYOWRXROWB;;;
GOWBXORYRYWGBXWBBRYGWRXRBWBGBOYXORGWGYOGXYOGYYOWRXROWB;;;
GOWBXORYRYWGBXWBRBYGWOXRYRBGBOYXORGWGYOGXYOGYRBWWXROWB;;;
GOWBXYRBGYWGBXWBRBYOROXYYRBWROGXORGWGYOGXYOGYRBWWXROWB;;;
GOWBXYRBGYWGBXRBOYYORBXYRWBWROGXORGWGYOGXYOGYBRWWXROWB;;;
GOWOXYYBGYBRBXBBOYGRRWXYRWBWROGXORGWGYOGXYOGYBRWWXROWB;;;
GOWRXYGWGYBYBXOBOYRBRBXYRWBWROGXORGWGYOGXYOGYBRWWXROWB;;;
YBWBXYGWGOYYYXOBOYRBRBXYRWBWROGXORGWGRGGXOOGYBRWWXROWB;;;
GOWRXYGWGYBYBXOBOYRBRBXYRWBWROGXORGWGYOGXYOGYBRWWXROWB;;;
GOWRXYGWGYBYBXOBOYRBRBXYRWBWROGXGRGOGYOWXYBRYBRWWXOOGW;;;
GOWRXYGWGYBYBXWBRBRBROXYYOBWROGXGRGOGYOWXYBRYRBWWXOOGW;;;
GOWRXYGWGYBYBXOBOYRBRBXYRWBWROGXGRGOGYOWXYBRYBRWWXOOGW;;;
OYWYXYGWGGOYRXOBOYRBRBXYRWBWROGXGRGOGBYWXBBRYBRWWXOOGW;;;
OYWYXGGRWGOYRXOBOYRYGBXWRWBRYOBXGRGOGBYWXBBRYBRWWXOOGW;;;
OYWYXGGRWGOYRXOBOYRYGBXRROWRYOWXGBWOGBYWXBBRYBGRWXBOGW;;;
OYWOXGYOWGBRRXYBOYGYGRXRROWRYOWXGBWOGBYWXBBRYBGRWXBOGW;;;
OYWOXYYRGGBRRXYBOYGWRRXYROWWOOGXGBWOGBYWXBBRYBGRWXBOGW;;;
GBWRXYYRGYBRBXYBOYGWRRXYROWWOOGXGBWOGOOWXYBRYBGRWXBOGW;;;
YBWBXYYRGOYROXYBOYGWRRXYROWWOOGXGBWOGRGWXBBRYBGRWXBOGW;;;
YBWBXWYYROYROXYBOYGGWRXOROWGROYXGBWOGRGWXBBRYBGRWXBOGW;;;
YBWBXGYOWOYROXYBOYGYGRXRROWRYOWXGBWOGRGWXBBRYBGRWXBOGW;;;
YBWBXGYOWOYRRXYYBYGYGRXRROWRYOWXGBWOGRGWXGBWOBGROXBBOW;;;
YYOBXGYOWOYRRXYYBYGYGRXRROWRWGWXRBWOWGGBXGBWOBGROXBBOW;;;
OYORXGYOWGGRGXYYBYGYGRXRROWRWGWXRBWOWBYBXYBWOBGROXBBOW;;;
OYORXGYOWGGRGXOYRRGYGGXRBOWRWGWXRBWOWBYBXYBWOYBRYXBBOW;;;
OYORXGYOWGGRGXOYRRGYGGXWBWBRWGBXRRBOWBYBXYBWOYRWYXOBOW;;;
GGOGXGYOWYYRBXOYRRGYGGXWBWBRWGBXRRBOWROBXYBWOYRWYXOBOW;;;
GGOGXGYOWYYRBXOYRRGYGGXWBWBRWGBXWRBBWROOXYWOOYRWYXRBBO;;;
GGOGXGYOWYYRBXWYGBGYGRXWYYBRWGBXWRBBWROOXYWOORRWOXRBBO;;;
GGOWXGRYWYRGBXYYGBYGGOXWYYBRWGBXWRBBWROOXYWOORRWOXRBBO;;;
GGOWXGRWGYRGBXYYGBYBROXWYYBWYGGXWRBBWROOXYWOORRWOXRBBO;;;
GGOBXGYOGYWRBXWYGBGYRRXWYYBWYGGXWRBBWROOXYWOORRWOXRBBO;;;
GYGBXWYOGYWRBXWYGBGYRRXWYYBWOWGXRRBBOGOGXYWOORRWOXRBBO;;;
OYGGXWYOGGYRBXWYGBGYRRXWYYBWOWGXRRBBOBYGXWWOORRWOXRBBO;;;
OGOGXBYOGGYRBXWYGBGYRRXWYYBWYGGXWRBBWRYOXWWOORRWOXRBBO;;;
OGOGXBYOGGYROXWOWBGYRRXWYYBWYGGXWRBBWRYOXBWOBRRWBXRYGO;;;
OGOGXBYOGGYROXWOWBGYRRXRYRWWYGYXWBWBWRYOXBWOBRBRBXGYGO;;;
OGOGXBYOGGYROXWOWBGYRRXWYYBWYGGXWRBBWRYOXBWOBRRWBXRYGO;;;
OGOGXGYYWGYROXWOWBGBGRXOYYBRWGYXWRBBWRYOXBWOBRRWBXRYGO;;;
OGOGXGYYWGYROXYORYGBGRXORBBRWGYXWRBBWRYOXBWOBBWWWXRYGO;;;
OGOBXGGRWGYYOXGORYRYGYXORBBRWGYXWRBBWRYOXBWOBBWWWXRYGO;;;
OGOBXGGRWGYYOXBOYRRYGWXOBWBRWGYXWRBBWRYOXBWOBYRWGXRYGO;;;
OGOYXGRWWGRGOXBOYRYBGYXOBWBRWGYXWRBBWRYOXBWOBYRWGXRYGO;;;
OGOYXGRWWGRGOXBOYRYBGYXOBWBRWGYXOROWWRYGXBORBYRWGXWYBB;;;
OGOYXGRWWGRGOXWOYBYBGRXOYGBRWGYXOROWWRYGXBORBRYWBXWYBB;;;
OGOYXGRWWGRGOXBOYRYBGYXOBWBRWGYXOROWWRYGXBORBYRWGXWYBB;;;
OGOBXGGRWGYYOXBOYRRYGWXOBWBRWGYXOROWWRYGXBORBYRWGXWYBB;;;
OGOBXGGRWGYYRXBBBRRYGWXOBWBRWGYXOROWWRYGXBOGYYRWOXWOYB;;;
OGOBXGGRWGYYOXBOYRRYGWXOBWBRWGYXOROWWRYGXBORBYRWGXWYBB;;;
OGOYXGRWWGRGOXBOYRYBGYXOBWBRWGYXOROWWRYGXBORBYRWGXWYBB;;;
OGOYXGRWWGRGOXBOYRYBGYXOBYRRWGWXOWRWWRYGXBORBYOBGXWYBB;;;
OGOYXWRWRGRGOXBOYRYGWYXWBYRGOGBXOWRWWRYGXBORBYOBGXWYBB;;;
OGOYXWRWRGRGOXBOYRYGWYXWBYRGOGBXRWGOWRYBXBBWBYOBGXOYRW;;;
OGOYXWRWRGRGOXBOYRYGWYXOBOBGOGYXRRWOWRYBXBBWBYGWGXBYRW;;;
OGOYXWRWRGRGOXBOYRYGWYXOBOBGOGYXBRRWWRYWXBORBYGWGXWYBB;;;
GROOXWRWRYBGRXBOYRYGWYXOBOBGOGYXBRRWWYOWXGORBYGWGXWYBB;;;
GROOXWRWRYBGRXBBGRYGWYXOBOBGOGYXBRRWWYOWXBOGYYGWRXWOYB;;;
GROOXWRWRYBGRXOBYBYGWGXOYRBGOGYXBRRWWYOWXBOGYRGWBXWOYB;;;
GROOXWRWRYBGGXOYBBYGWGXOYRBGOGYXBRRWWYOWXYOBORGWRXWBYB;;;
GROOXWRWRYBGGXRYGRYGWBXOBOBGOGYXBRRWWYOWXYOBOYGWRXWBYB;;;
GROOXWRWRYBGGXRYGRYGWBXRBYRGOGWXBWGWWYOWXYOBOYOBRXOBYB;;;
YBOGXWRWROYGYXRYGRYGWBXRBYRGOGWXBWGWWOGWXROBOYOBRXOBYB;;;
YWWGXORWROYGYXRYGRYGWBXRBYRGBOWXWWGWGBGOXROBOYOBRXOBYB;;;
YWWGXORWROYGBXRORRYGWBXRBYRGBOWXWWGWGBGOXYORBYOBYXOYGB;;;
YWWGXORWROYGYXRYGRYGWBXRBYRGBOWXWWGWGBGOXROBOYOBRXOBYB;;;
YWWGXORWROYGYXRYGRYGWBXGBWWGBOOXWBOWGBGOXROBOYRRRXYBYB;;;
YBOGXWRWROYGYXRYGRYGWBXGBWWGOGOXBBOWWOGWXROBOYRRRXYBYB;;;
YBOGXGRGWOYGYXRYGRYOGBXOBWWRWGWXBBOWWOGWXROBOYRRRXYBYB;;;
YBORXGGYWOBYYXOYGRRGGGXOBWWRWGWXBBOWWOGWXROBOYRRRXYBYB;;;
YBORXGGYWOBYYXRYRYRGGGXOROWRWGWXBBOWWOGWXROBOBGRWXYBYB;;;
YBORXGGYWOBYYXRYRYRGGGXGRYRRWGOXBWOWWOGWXROBOBOBWXWBYB;;;
YBORXGGYWOBYYXWYOBRGGRXGYRRRWGOXBWOWWOGWXROBORGBYXWBYB;;;
YBORXGGYWOBYYXWYOBRGGRXOYOWRWGWXBBGWWOGWXROBORGRYXRBYB;;;
YBORXGGYWOBYYXYYGRRGGOXOBWWRWGWXBBGWWOGWXROBOYRROXRBYB;;;
YBORXWGWROBYYXYYGRRGWOXYBWWGOGGXBBGWWOGWXROBOYRROXRBYB;;;
YBORXGGOGOBYYXYYGRRWROXWBWWWYGGXBBGWWOGWXROBOYRROXRBYB;;;
YBORXWGWROBYYXYYGRRGWOXYBWWGOGGXBBGWWOGWXROBOYRROXRBYB;;;
YBORXWGWROBYYXYYGRRGWOXGBGBGOGRXBRRWWOGWXROBOYYWOXWBYB;;;
YBORXWGWROBYYXYYGRRGWOXRBRRGOGWXBWYWWOGWXROBOYGBOXGBYB;;;
YBORXWGWROBYYXYYGRRGWOXRBRRGOGWXBWWOWOGYXRBGOYGBOXBBYW;;;
YBOGXWROROWGYXRYGRYYWBXRBRRGOGWXBWWOWOGYXRBGOYGBOXBBYW;;;
YBOGXWROROWGYXOYGYYYWGXRRRRGOGWXBWWOWOGYXRBGOBBBRXBBYW;;;
YBOGXWROROWGRXOBYYYYWGXRRRRGOGWXBWWOWOGYXGBYYBBBGXBORW;;;
YBOGXWROGOWGRXOBYYYWRGXORRRWRGYXBWWOWOGYXGBYYBBBGXBORW;;;
YBOGXYRRWOWGRXOBYYYWGGXORRRROGWXBWWOWOGYXGBYYBBBGXBORW;;;
YBOGXYRRWOWGRXRBGRYWGBXOBGRROGWXBWWOWOGYXGBYYYYBOXBORW;;;
OWORXYRRWGGGOXRBGRYWGBXOBGRROGWXBWWOWGYYXBBYYYYBOXBORW;;;
OWOWXYYBWGRROXRBGRGRGGXOBGRROGWXBWWOWGYYXBBYYYYBOXBORW;;;
OYWWXGYBWGRROXRBGRGRGGXOBGRRWOWXYWWOGBYOXBBYYYYBOXBORW;;;
OYWRXGRRWGGGOXRBGRYWGBXOBGRRWOWXYWWOGBYOXBBYYYYBOXBORW;;;
OYWWXGYBWGRROXRBGRGRGGXOBGRRWOWXYWWOGBYOXBBYYYYBOXBORW;;;
GRWOXGYBWYBRBXRBGRGRGGXOBGRRWOWXYWWOGWOOXYBYYYYBOXBORW;;;
GRWOXGYBWYBRBXRBGRGRGGXOBGRRWOWXYWOBGWORXYWBYYYBOXYOWO;;;
GRWOXGYBWYBROXROWRGRGGXOBGRRWOWXYWOBGWORXGWBBYYBBXYYYO;;;
GRWOXWYWRYBROXROWRGGWGXBBGRGOORXYWOBGWORXGWBBYYBBXYYYO;;;
GOOOXYYWRYBROXROWRGGWGXBBGRGRGRXWWOBWWORXGWBBYYBBXYYYO;;;
YBOOXYYWROGRWXROWRGGWGXBBGRGRGRXWWOBWOGRXOWBBYYBBXYYYO;;;
YBOOXYYWROGRWXROWRGGWGXOBRWGRGYXWBYBWOGRXOWBBYBRBXGYYO;;;
YBOOXYYWROGRWXROWRGGWGXOBRWGRGYXGBYOWOGYXOBWBYBRBXBYRW;;;
YBOOXYYWROGRWXRBORGGWGXOBRWGRGYXGBYOWOGYXRBBYYBRWXBOWW;;;
YBOOXYYWROGRWXROWRGGWGXOBRWGRGYXGBYOWOGYXOBWBYBRBXBYRW;;;
YBOOXYYWROGRWXBOBYGGWWXORRWGRGYXGBYOWOGYXOBWBBGRRXBYRW;;;
GOOOXYYWRYBROXBOBYGGWWXORRWGRGYXGBYOWWOYXGBWBBGRRXBYRW;;;
GRGOXGYWRYBROXBOBYGGWWXORRWGYWYXWBYOOYOOXGBWBBGRRXBYRW;;;
GRGOXGYOWYBROXBOBYGYGWXYRRWRWWGXWBYOOYOOXGBWBBGRRXBYRW;;;
GRGOXYYYGYBROXBOBYGGRWXWRRWWOWGXWBYOOYOOXGBWBBGRRXBYRW;;;
GRGOXGYWRYBROXBOBYGGWWXORRWGYWYXWBYOOYOOXGBWBBGRRXBYRW;;;
YBGOXGYWROGRYXBOBYGGWWXORRWGYWYXWBYOOOGOXRBWBBGRRXBYRW;;;
YBGGXGGWROWYYXOOBYRBWGXORRWGYWYXWBYOOOGOXRBWBBGRRXBYRW;;;
YBGGXGGWROWYWXOBRYRBWGXORRWGYWYXWBYOOOGOXRBRYBGRYXBOBW;;;
YYWGXWGWROWYWXOBRYRBWGXORRWGOOYXOBYOGGGBXRBRYBGRYXBOBW;;;
YYWGXWGWROWYYXOOBYRBWGXORRWGOOYXOBYOGGGBXRBWBBGRRXBYRW;;;
YYWGXWGWROWYRXOYRYRBWGXORRWGOOYXOBYOGGGBXBBYOBGRWXBBRW;;;
YYWGXWGWROWYRXOYRYRBWGXYRYBGOOBXORGOGGGBXBBYOBOWWXRBRW;;;
YBGGXGGWROWYRXOYRYRBWGXYRYBGYWBXWRGOOOGOXBBYOBOWWXRBRW;;;
YBGGXGGWROWYRXYYGRRBWOXYBWBGYWBXWRGOOOGOXBBYOYRWOXRBRW;;;
YBGGXGGWROWYRXYYGRRBWOXRBRWGYWWXWBYOOOGOXBBYOYGROXBBRW;;;
YBGGXGGWROWYYXYOBRRBWOXRBRWGYWWXWBYOOOGOXRBOBYGRRXBYGW;;;
YBGBXGROROWGYXGOBRYYWWXRBRWGYWWXWBYOOOGOXRBOBYGRRXBYGW;;;
YBGBXWRYGOWGYXGOBRYGRWXOBRWWRWYXWBYOOOGOXRBOBYGRRXBYGW;;;
YBGBXWRYGOWGRXGYGRYGRWXOBRWWRWYXWBYOOOGOXBBYOYGROXBBRW;;;
YBGBXWRYGOWGRXOYGYYGRGXORGWWRWYXWBYOOOGOXBBYOBWRRXBBRW;;;
YOOBXORYGOWGRXOYGYYGRGXORGWWBGYXWBYOWWGRXBBYOBWRRXBBRW;;;
YOOBXGROROWGRXOYGYYYWGXBRGWGYGOXWBYOWWGRXBBYOBWRRXBBRW;;;
YOOBXORYGOWGRXOYGYYGRGXORGWWBGYXWBYOWWGRXBBYOBWRRXBBRW;;;
YRWBXWRYGOWGRXOYGYYGRGXORGWWOOYXOBYOGWGBXBBYOBWRRXBBRW;;;
YRWBXWRYGOWGRXOYGYYGRGXORGWWOOYXYBBBGWGRXBWBOBWRRXOBYO;;;
YRWBXWRYGOWGRXRYWBYGRGXOYOWWOOYXYBBBGWGRXBWBORGRGXOBYO;;;
YRWRXWGWGOGYRXGYWBRBRYXOYOWWOOYXYBBBGWGRXBWBORGRGXOBYO;;;
YRWGXWYGGOYRRXBYWBGRRWXOYOWWOOYXYBBBGWGRXBWBORGRGXOBYO;;;
YRWGXWYGGOYRBXBOBBGRRWXOYOWWOOYXYBBBGWGRXYWGBRGRRXOYWO;;;
YOOGXYYGGOYRBXBOBBGRRWXOYOWWRGYXWBBBWWGRXYWGBRGRRXOYWO;;;
YOOGXYYRWOYRBXBOBBGYGWXGYOWROGRXWBBBWWGRXYWGBRGRRXOYWO;;;
YOOGXYYRWOYRGXBBYBGYGWXGYOWROGRXWBBBWWGRXWWRYRGRBXOOBO;;;
YOOGXYYRWOYRRXBYWBGYGWXGYOWROGRXWBBBWWGRXBWBORGRGXOBYO;;;
YOOGXRYOROYRRXBYWBGYWWXRYOWGGGYXWBBBWWGRXBWBORGRGXOBYO;;;
OYORXRYORGBRWXBYWBGYWWXRYOWGGGYXWBBBWGYRXOWBORGRGXOBYO;;;
OYORXRYORGBRWXBYWBGYWWXBYYBGGGOXWRGBWGYRXOWBORRWGXOBYO;;;
OYORXOYGGGBRWXBYWBGRRWXOYYBWBGYXWRGBWGYRXOWBORRWGXOBYO;;;
OYORXOGWGGGYWXRYWBRBRBXOYYBWBGYXWRGBWGYRXOWBORRWGXOBYO;;;
OYORXBGORGGYWXRYWBRYWBXBYYBGWGOXWRGBWGYRXOWBORRWGXOBYO;;;
ORWRXGGORGGYWXRYWBRYWBXBYYBGYOOXBRGBGWYWXOWBORRWGXOBYO;;;
OYORXBGORGGYWXRYWBRYWBXBYYBGWGOXWRGBWGYRXOWBORRWGXOBYO;;;
OYORXBGORGGYWXRYWBRYWBXRYOWGWGYXWBBBWGYRXOWBORGRGXOBYO;;;
OYORXBYGRGBRWXYYWBGRWOXRYOWGWGYXWBBBWGYRXOWBORGRGXOBYO;;;
OYORXBYGRGBRGXYBYBGRWOXRYOWGWGYXWBBBWGYRXWWWYRGRBXOOOO;;;
OYOYXBRBRGOGGXRBYBYRWGXRYOWGWGYXWBBBWGYRXWWWYRGRBXOOOO;;;
OYOYXBRBRGOGGXRBYBYRWGXGYORGWGOXWWRBWGYRXWWWYRBBBXYOOO;;;
OYOYXRRGWGOGGXRBYBYOGGXWYORRBGBXWWRBWGYRXWWWYRBBBXYOOO;;;
OYOOXRYGWGGRGXYBYBGRGOXWYORRBGBXWWRBWGYRXWWWYRBBBXYOOO;;;
YWOGXRYGWOYROXYBYBGRGOXWYORRBGBXWWRBWGGRXGWWYRBBBXYOOO;;;
YBGGXWYGWOYROXYBYBGRGOXWYORRRWBXGWRBORGWXGWWYRBBBXYOOO;;;
YBGYXWRYWOOGOXRBYBYGGGXWYORRRWBXGWRBORGWXGWWYRBBBXYOOO;;;
YBGYXWRYWOOGOXRBYBYGGGXWYORRRWBXWWWWORGOXGOYYRBBBXGORB;;;
YBGYXWRYWOOGOXOBGYYGGBXWRBRRRWBXWWWWORGOXGOYYBYBRXGORB;;;
YBGYXBRRROOGOXOBGYYWWBXYRBRGWWGXWWWWORGOXGOYYBYBRXGORB;;;
YOOYXRRRROOGOXOBGYYWWBXYRBRGBGGXBWWWWWGWXGOYYBYBRXGORB;;;
YOOYXWRYWOOGOXOBGYYGGBXBRBRRRGRXBWWWWWGWXGOYYBYBRXGORB;;;
YOOYXRRRROOGOXOBGYYWWBXYRBRGBGGXBWWWWWGWXGOYYBYBRXGORB;;;
YWWYXWRRROOGOXOBGYYWWBXYRBRGOOGXRWWWGBGBXGOYYBYBRXGORB;;;
YBGYXBRRROOGOXOBGYYWWBXYRBRGWWGXWWWWORGOXGOYYBYBRXGORB;;;
